Customer Gender,Is Senior,Partner,Dependents,Customer Tenure,Has Phone Service,Multiple Lines,Internet Plan,Online Security,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Customer Satisfaction,Churn Label
Male,N,Y,Y,63,Y,N,Fiber optic,N,Y,N,N,N,Month-to-month,Y,Credit card (automatic),80.3,4896.35,4,N
Male,N,N,N,72,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Bank transfer (automatic),19.85,1434.1,4,N
Female,N,N,N,46,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Y,Electronic check,21.1,937.1,2,N
Male,N,Y,N,30,Y,N,DSL,N,Y,N,N,N,Month-to-month,Y,Mailed check,50.0,1474.9,3,N
Male,N,N,N,63,Y,Y,Fiber optic,N,Y,N,Y,Y,Two year,Y,Bank transfer (automatic),104.75,6536.5,3,N
Female,N,N,N,60,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Bank transfer (automatic),19.85,1128.1,4,N
Male,N,Y,Y,25,Y,N,Fiber optic,N,N,Y,Y,N,Month-to-month,N,Electronic check,85.9,2199.05,4,N
Male,Y,Y,N,6,Y,Y,Fiber optic,N,Y,N,N,N,Month-to-month,Y,Electronic check,80.8,457.1,1,N
Male,N,N,N,22,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Mailed check,25.25,566.5,3,N
Female,N,Y,N,31,Y,Y,DSL,N,N,Y,Y,Y,Two year,N,Bank transfer (automatic),80.55,2471.6,2,N
Female,N,Y,Y,39,Y,N,Fiber optic,N,Y,Y,N,N,Month-to-month,Y,Bank transfer (automatic),81.5,3107.3,3,N
Male,N,N,N,26,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,20.9,518.3,1,N
Male,N,N,N,12,Y,Y,DSL,Y,N,Y,N,N,Month-to-month,Y,Electronic check,67.25,832.3,4,N
Female,N,N,N,2,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,20.35,45.3,4,N
Male,N,N,N,39,N,No phone service,DSL,Y,N,Y,Y,N,One year,N,Bank transfer (automatic),45.05,1790.6,1,N
Female,N,Y,Y,7,N,No phone service,DSL,Y,N,Y,N,N,Month-to-month,N,Mailed check,34.65,246.6,2,N
Male,Y,N,N,4,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,N,Electronic check,69.35,261.65,4,N
Female,N,N,N,55,Y,N,Fiber optic,N,Y,N,N,N,Month-to-month,Y,Electronic check,81.55,4509.5,5,N
Male,N,Y,N,72,Y,N,DSL,N,Y,N,Y,Y,Two year,Y,Bank transfer (automatic),75.4,5480.25,4,N
Female,N,Y,N,10,Y,N,DSL,N,Y,N,Y,Y,Month-to-month,Y,Credit card (automatic),67.8,653.15,5,N
Male,Y,N,N,11,Y,Y,Fiber optic,N,Y,Y,Y,Y,Month-to-month,Y,Electronic check,111.4,1183.05,1,N
Female,N,Y,Y,15,Y,N,DSL,N,N,N,N,N,Month-to-month,N,Electronic check,46.3,639.45,1,N
Female,N,Y,Y,23,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Bank transfer (automatic),20.4,478.75,4,N
Male,N,N,Y,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,20.05,20.05,3,N
Male,N,Y,Y,47,Y,N,Fiber optic,Y,Y,N,N,Y,One year,Y,Electronic check,96.1,4391.45,5,N
Female,N,N,N,15,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,N,Mailed check,19.65,270.6,2,N
Female,Y,Y,N,68,Y,N,DSL,N,Y,Y,N,N,One year,Y,Bank transfer (automatic),60.65,3975.9,4,N
Female,Y,Y,N,21,Y,Y,DSL,N,Y,N,N,Y,One year,N,Bank transfer (automatic),71.7,1497.05,2,N
Male,N,N,N,21,N,No phone service,DSL,N,N,Y,N,N,Month-to-month,Y,Mailed check,36.0,780.15,4,N
Female,N,Y,N,56,Y,Y,DSL,Y,N,N,Y,N,One year,N,Bank transfer (automatic),65.2,3512.15,3,N
Female,N,Y,Y,6,Y,Y,DSL,N,N,N,N,N,Month-to-month,Y,Credit card (automatic),48.95,273.25,3,N
Female,Y,N,N,65,N,No phone service,DSL,N,Y,N,Y,Y,Two year,Y,Bank transfer (automatic),53.5,3517.9,3,N
Male,N,Y,N,42,Y,Y,DSL,Y,N,Y,Y,Y,One year,N,Credit card (automatic),80.45,3375.9,3,N
Female,N,Y,Y,68,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Two year,Y,Bank transfer (automatic),109.05,7508.55,1,N
Male,N,Y,Y,48,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Bank transfer (automatic),26.3,1245.05,1,N
Female,Y,N,N,50,Y,Y,Fiber optic,N,N,Y,Y,Y,One year,Y,Electronic check,106.8,5347.95,5,N
Female,Y,N,N,7,Y,N,DSL,N,Y,N,Y,N,Month-to-month,Y,Electronic check,64.95,493.65,2,N
Female,N,Y,Y,63,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Electronic check,19.35,1263.85,4,N
Male,N,N,N,17,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Credit card (automatic),21.1,385.55,4,N
Male,N,Y,Y,4,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,18.85,84.2,1,N
Female,N,N,Y,62,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Bank transfer (automatic),26.0,1638.7,4,N
Female,N,Y,N,2,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,70.35,120.25,1,N
Male,N,Y,N,48,Y,Y,Fiber optic,Y,Y,N,Y,N,Two year,Y,Bank transfer (automatic),96.9,4473.45,5,N
Male,N,Y,N,27,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Bank transfer (automatic),19.55,520.55,2,N
Female,N,Y,N,70,Y,N,DSL,N,Y,Y,Y,Y,Two year,Y,Bank transfer (automatic),80.4,5717.85,5,N
Male,N,Y,N,46,Y,Y,Fiber optic,N,Y,N,Y,N,One year,Y,Electronic check,94.65,4312.5,3,N
Male,N,Y,Y,69,Y,Y,Fiber optic,N,Y,N,Y,N,One year,N,Credit card (automatic),95.75,6511.25,3,N
Male,N,N,N,65,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Y,Credit card (automatic),19.55,1218.65,3,N
Male,Y,Y,Y,72,Y,N,Fiber optic,Y,Y,Y,Y,Y,Two year,Y,Credit card (automatic),104.1,7447.7,5,N
Male,N,N,N,17,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Y,Mailed check,20.1,279.5,4,N
Male,N,Y,N,51,Y,Y,Fiber optic,Y,Y,Y,Y,Y,One year,Y,Electronic check,111.55,5720.35,2,N
Male,N,Y,N,51,Y,N,DSL,Y,N,Y,N,N,Two year,N,Credit card (automatic),60.5,3121.45,3,N
Female,N,Y,N,72,Y,Y,DSL,Y,Y,Y,Y,Y,Two year,Y,Bank transfer (automatic),90.95,6468.6,3,N
Male,N,N,N,34,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,19.7,675.6,3,N
Male,N,Y,N,67,N,No phone service,DSL,Y,N,Y,N,Y,Two year,Y,Bank transfer (automatic),50.95,3521.7,2,N
Female,N,Y,N,49,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Y,Bank transfer (automatic),20.05,923.1,3,N
Male,N,Y,Y,53,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Y,Mailed check,19.4,1110.35,2,N
Male,N,N,N,27,Y,Y,DSL,N,Y,Y,N,N,Month-to-month,N,Electronic check,59.45,1611.65,3,N
Male,N,N,N,69,Y,Y,DSL,Y,Y,Y,N,Y,Two year,Y,Credit card (automatic),81.5,5553.25,5,N
Female,N,Y,Y,2,N,No phone service,DSL,N,N,Y,N,N,Month-to-month,N,Bank transfer (automatic),29.05,44.75,5,N
Female,N,Y,N,46,Y,N,DSL,Y,N,Y,N,Y,One year,N,Mailed check,70.6,3231.05,2,N
Female,N,N,N,54,Y,Y,Fiber optic,N,N,N,Y,Y,Two year,Y,Bank transfer (automatic),97.2,5129.45,5,N
Male,N,N,N,20,Y,Y,DSL,Y,N,Y,N,N,Month-to-month,N,Bank transfer (automatic),59.2,1191.2,2,N
Male,N,N,N,11,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Mailed check,75.9,866.4,5,N
Female,Y,Y,N,30,Y,Y,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Electronic check,90.05,2627.2,5,N
Male,N,Y,N,68,Y,N,DSL,Y,Y,N,N,Y,Two year,N,Bank transfer (automatic),70.95,4741.45,2,N
Male,Y,Y,N,38,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Electronic check,102.6,4009.2,4,N
Female,N,N,N,1,Y,N,DSL,N,N,N,N,N,Month-to-month,N,Electronic check,43.8,43.8,5,N
Male,N,Y,N,63,N,No phone service,DSL,Y,Y,N,Y,Y,Two year,N,Electronic check,59.0,3707.6,3,N
Female,N,N,N,3,Y,N,DSL,N,Y,N,Y,Y,One year,Y,Electronic check,69.95,220.45,4,N
Female,N,N,N,48,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,N,Bank transfer (automatic),24.35,1133.7,2,N
Male,N,N,N,66,N,No phone service,DSL,N,N,Y,N,N,One year,N,Credit card (automatic),29.45,1983.15,4,N
Female,N,Y,Y,68,Y,Y,Fiber optic,N,Y,N,N,N,Two year,Y,Credit card (automatic),84.4,5746.75,1,N
Female,N,Y,N,7,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,N,Mailed check,20.65,134.05,1,N
Male,N,Y,N,72,Y,Y,DSL,Y,Y,Y,Y,Y,Two year,Y,Bank transfer (automatic),87.1,6230.1,5,N
Female,N,Y,N,29,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,19.85,573.05,5,N
Male,N,Y,N,37,Y,N,Fiber optic,N,Y,Y,N,Y,Month-to-month,Y,Electronic check,90.35,3419.3,3,N
Female,N,Y,N,59,Y,Y,DSL,Y,N,Y,N,N,One year,N,Mailed check,65.5,3801.3,4,N
Male,Y,Y,Y,60,Y,Y,Fiber optic,Y,N,N,N,N,Month-to-month,Y,Electronic check,80.95,4859.1,1,N
Female,N,N,N,27,Y,N,DSL,N,N,Y,N,N,Month-to-month,Y,Mailed check,56.15,1439.35,5,N
Male,N,Y,N,17,N,No phone service,DSL,Y,Y,N,N,N,Month-to-month,N,Mailed check,34.4,592.75,4,N
Male,N,Y,N,58,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Mailed check,20.75,1185.95,5,N
Male,N,Y,N,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,N,Mailed check,18.8,18.8,5,N
Female,N,N,N,53,Y,Y,Fiber optic,Y,Y,N,N,N,Month-to-month,N,Electronic check,90.8,4921.2,1,N
Male,N,N,N,35,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Y,Electronic check,25.6,901.25,1,N
Male,N,Y,N,68,Y,Y,DSL,N,N,Y,N,Y,Two year,N,Credit card (automatic),70.8,4859.95,5,N
Male,N,Y,N,47,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Electronic check,25.4,1139.2,2,N
Female,Y,Y,N,65,Y,Y,Fiber optic,N,Y,N,Y,Y,Month-to-month,Y,Bank transfer (automatic),108.8,7082.45,5,N
Female,N,N,N,9,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,76.85,663.55,5,N
Female,N,N,N,8,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Mailed check,20.25,174.65,3,N
Male,N,N,N,14,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Y,Credit card (automatic),24.8,321.7,3,N
Female,N,N,N,45,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Month-to-month,Y,Electronic check,115.65,5125.5,3,N
Female,N,N,N,8,Y,Y,Fiber optic,N,N,N,N,N,Month-to-month,Y,Credit card (automatic),74.6,548.9,2,N
Male,N,Y,Y,66,Y,N,Fiber optic,Y,Y,N,Y,Y,One year,Y,Bank transfer (automatic),103.15,7031.3,2,N
Male,N,Y,N,72,Y,Y,DSL,Y,Y,Y,N,N,Two year,N,Credit card (automatic),72.1,5016.65,5,N
Female,N,Y,Y,23,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Mailed check,25.1,611.45,3,N
Female,N,N,N,4,Y,Y,Fiber optic,Y,N,N,N,N,Month-to-month,Y,Electronic check,80.15,319.85,2,N
Male,N,Y,Y,6,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Mailed check,25.4,153.3,1,N
Female,Y,Y,N,67,Y,Y,Fiber optic,Y,Y,Y,N,Y,One year,Y,Credit card (automatic),105.4,7035.6,5,N
Male,Y,N,Y,7,Y,N,DSL,N,N,N,N,N,Month-to-month,Y,Mailed check,45.75,344.2,4,N
Male,N,Y,N,56,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Y,Mailed check,24.45,1431.65,5,N
Female,N,Y,N,72,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Credit card (automatic),25.0,1849.2,4,N
Male,N,Y,N,72,Y,Y,DSL,Y,Y,N,Y,Y,Two year,Y,Electronic check,85.25,6083.1,3,N
Male,N,Y,Y,23,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Credit card (automatic),19.6,426.65,4,N
Female,N,N,Y,35,Y,Y,DSL,N,N,N,N,N,Month-to-month,N,Mailed check,50.15,1655.35,3,N
Male,Y,Y,N,27,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Electronic check,70.55,1943.9,1,N
Male,N,Y,N,12,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,N,Mailed check,26.4,314.95,4,N
Female,N,N,N,40,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Mailed check,20.15,804.85,5,N
Male,N,Y,Y,7,N,No phone service,DSL,Y,Y,N,Y,Y,Month-to-month,N,Mailed check,58.85,465.7,3,N
Male,N,Y,Y,70,Y,Y,Fiber optic,Y,N,N,Y,N,Month-to-month,Y,Credit card (automatic),97.55,6669.05,5,N
Male,N,Y,Y,60,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Credit card (automatic),19.65,1161.75,2,N
Male,N,Y,N,39,N,No phone service,DSL,N,N,N,N,N,One year,Y,Credit card (automatic),25.25,947.75,3,N
Male,N,Y,N,72,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Two year,N,Credit card (automatic),114.45,8375.05,4,N
Male,N,Y,N,54,Y,Y,DSL,N,N,Y,Y,N,One year,Y,Electronic check,70.7,3770,3,N
Female,N,Y,N,63,Y,N,DSL,Y,Y,Y,Y,N,Two year,N,Credit card (automatic),75.55,4707.85,5,N
Male,N,Y,Y,71,Y,Y,Fiber optic,N,N,Y,N,N,Two year,Y,Electronic check,84.8,6152.4,1,N
Female,N,N,N,42,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Y,Mailed check,20.65,958.1,3,N
Male,N,N,N,47,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Bank transfer (automatic),20.45,943,4,N
Male,N,N,N,11,N,No phone service,DSL,N,N,Y,N,N,Month-to-month,Y,Electronic check,35.65,425.1,2,N
Female,Y,Y,N,55,Y,Y,Fiber optic,N,Y,Y,N,N,Month-to-month,N,Electronic check,90.45,5044.8,1,N
Male,N,N,N,69,Y,Y,Fiber optic,N,Y,Y,Y,N,Two year,Y,Credit card (automatic),97.65,6743.55,2,N
Female,Y,N,N,3,Y,N,Fiber optic,N,Y,N,N,N,Month-to-month,N,Electronic check,73.85,196.4,3,N
Male,Y,N,N,30,Y,Y,DSL,N,Y,Y,Y,N,Two year,Y,Credit card (automatic),69.1,2093.9,5,N
Female,N,N,N,5,Y,Y,Fiber optic,N,Y,Y,N,N,Month-to-month,Y,Electronic check,82.75,417.75,5,N
Female,N,Y,N,71,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Y,Credit card (automatic),24.4,1725.4,4,N
Female,N,N,N,29,Y,Y,DSL,N,N,N,N,N,One year,Y,Electronic check,55.25,1620.2,5,N
Male,N,Y,N,52,Y,Y,DSL,N,N,Y,N,N,Month-to-month,N,Bank transfer (automatic),61.35,3169.55,1,N
Male,N,N,N,68,Y,Y,DSL,Y,Y,N,N,Y,One year,N,Credit card (automatic),76.75,5233.25,5,N
Female,N,Y,Y,46,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Mailed check,19.4,967.85,4,N
Male,N,N,N,8,Y,N,DSL,N,N,N,N,Y,Month-to-month,Y,Credit card (automatic),54.75,438.05,3,N
Male,N,Y,N,72,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Credit card (automatic),19.7,1421.9,3,N
Female,N,N,N,17,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,N,Bank transfer (automatic),19.9,323.15,5,N
Male,N,N,N,3,Y,N,Fiber optic,N,Y,Y,Y,Y,Month-to-month,Y,Electronic check,107.95,318.6,2,N
Female,Y,N,N,2,Y,N,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Bank transfer (automatic),83.8,163.7,3,N
Female,N,N,N,51,N,No phone service,DSL,N,Y,N,Y,Y,One year,Y,Credit card (automatic),56.4,2928.5,5,N
Female,N,Y,Y,6,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Mailed check,20.1,100.35,4,N
Female,N,Y,N,3,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,N,Electronic check,94.9,273.2,5,N
Female,Y,N,N,17,Y,Y,Fiber optic,N,N,N,Y,Y,Month-to-month,Y,Electronic check,94.2,1608.15,3,N
Male,N,Y,N,30,Y,Y,DSL,N,N,N,N,N,Month-to-month,N,Electronic check,49.9,1441.95,4,N
Male,N,N,N,31,Y,Y,DSL,N,N,Y,Y,N,Month-to-month,Y,Electronic check,71.05,2168.15,5,N
Female,N,N,N,45,Y,N,DSL,Y,Y,Y,Y,Y,Two year,N,Bank transfer (automatic),81.65,3618.7,1,N
Male,N,Y,N,64,Y,Y,Fiber optic,Y,Y,N,N,N,One year,N,Bank transfer (automatic),89.45,5692.65,4,N
Male,Y,Y,Y,61,Y,Y,Fiber optic,N,N,N,Y,Y,One year,N,Electronic check,99.0,5969.3,1,N
Male,N,N,N,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,19.05,19.05,2,N
Male,N,Y,Y,72,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Two year,N,Bank transfer (automatic),114.45,8100.55,4,N
Female,N,Y,N,7,Y,N,DSL,N,N,N,N,N,Month-to-month,Y,Mailed check,44.25,313.45,1,N
Female,N,Y,N,66,Y,Y,Fiber optic,N,Y,Y,N,N,One year,Y,Bank transfer (automatic),90.55,6130.95,3,N
Male,N,Y,Y,40,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Y,Bank transfer (automatic),20.4,745.3,3,N
Male,N,N,N,16,Y,Y,DSL,N,Y,N,N,Y,Month-to-month,Y,Bank transfer (automatic),71.4,1212.1,2,N
Male,N,Y,N,67,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Credit card (automatic),24.85,1583.5,4,N
Female,N,Y,N,41,Y,N,Fiber optic,Y,Y,N,Y,Y,One year,Y,Bank transfer (automatic),104.45,4162.05,4,N
Female,N,Y,Y,56,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Y,Credit card (automatic),19.8,1119.9,4,N
Female,N,N,N,72,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Two year,Y,Bank transfer (automatic),116.45,8013.55,2,N
Female,N,Y,N,54,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Credit card (automatic),20.05,1102.4,4,N
Male,Y,N,N,52,Y,Y,Fiber optic,N,Y,Y,Y,Y,Month-to-month,Y,Electronic check,110.75,5832,3,N
Female,N,N,N,50,Y,N,Fiber optic,N,Y,Y,N,Y,Two year,Y,Bank transfer (automatic),89.7,4304.5,1,N
Male,N,Y,N,27,Y,N,DSL,Y,N,N,N,N,One year,N,Credit card (automatic),48.7,1421.75,3,N
Female,Y,Y,N,72,Y,Y,Fiber optic,Y,Y,Y,N,N,Two year,Y,Bank transfer (automatic),96.6,6827.5,3,N
Male,N,N,N,62,Y,N,DSL,Y,N,N,Y,Y,One year,Y,Credit card (automatic),74.3,4698.05,1,N
Female,N,N,N,12,Y,N,DSL,N,N,Y,N,N,Month-to-month,Y,Electronic check,54.3,654.5,3,N
Female,Y,N,N,44,Y,N,DSL,N,Y,Y,Y,Y,One year,N,Bank transfer (automatic),74.85,3268.05,2,N
Male,N,Y,Y,54,Y,N,Fiber optic,N,N,Y,N,N,Two year,Y,Bank transfer (automatic),79.95,4362.05,1,N
Female,N,N,N,68,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Bank transfer (automatic),20.05,1386.9,3,N
Male,N,N,N,20,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,19.4,415.4,5,N
Male,N,Y,N,50,Y,Y,DSL,N,Y,N,N,N,One year,N,Bank transfer (automatic),54.9,2614.1,3,N
Male,N,N,N,58,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Y,Credit card (automatic),24.45,1513.6,2,N
Male,N,Y,Y,35,Y,Y,Fiber optic,N,N,N,Y,N,Month-to-month,Y,Bank transfer (automatic),89.65,3161.6,4,N
Female,N,N,N,2,Y,N,DSL,N,N,N,N,N,Month-to-month,Y,Electronic check,45.4,80.95,3,N
Male,N,Y,N,63,Y,Y,DSL,Y,Y,Y,N,Y,Two year,N,Mailed check,75.7,4676.7,4,N
Female,N,Y,N,58,Y,Y,Fiber optic,Y,Y,N,Y,Y,One year,Y,Credit card (automatic),110.65,6526.65,5,N
Female,N,Y,N,27,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Y,Mailed check,20.55,583.3,3,N
Female,N,Y,N,71,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Two year,Y,Credit card (automatic),115.15,8078.1,1,N
Female,N,N,N,63,Y,N,DSL,N,Y,N,N,Y,One year,N,Credit card (automatic),58.55,3503.5,4,N
Male,N,Y,N,71,Y,Y,Fiber optic,N,Y,N,N,Y,Month-to-month,Y,Bank transfer (automatic),93.25,6669.45,5,N
Female,N,Y,Y,68,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Y,Bank transfer (automatic),19.35,1292.65,1,N
Male,N,Y,Y,1,Y,N,DSL,Y,N,N,N,N,Month-to-month,Y,Mailed check,48.75,48.75,1,N
Male,Y,N,N,65,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Two year,Y,Electronic check,109.05,7108.2,1,N
Male,Y,Y,N,72,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Y,Bank transfer (automatic),25.0,1802.55,1,N
Female,N,N,N,28,Y,Y,DSL,N,N,Y,N,N,Month-to-month,Y,Credit card (automatic),54.9,1505.15,3,N
Male,N,Y,Y,72,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Credit card (automatic),24.75,1859.1,3,N
Female,N,N,N,2,Y,N,Fiber optic,Y,N,N,Y,N,Month-to-month,Y,Electronic check,91.15,168.5,3,N
Male,Y,Y,N,60,Y,Y,Fiber optic,N,Y,N,Y,Y,One year,Y,Electronic check,104.35,6339.45,5,N
Female,Y,N,N,26,Y,Y,DSL,N,N,Y,N,Y,Month-to-month,Y,Electronic check,66.05,1652.4,5,N
Male,N,Y,N,68,Y,Y,DSL,Y,Y,Y,Y,Y,Two year,Y,Credit card (automatic),92.2,6392.85,5,N
Female,Y,Y,N,42,Y,Y,Fiber optic,Y,Y,N,Y,Y,One year,Y,Bank transfer (automatic),105.2,4599.15,2,N
Female,N,Y,N,57,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Y,Bank transfer (automatic),19.6,1134.25,5,N
Male,N,Y,N,54,N,No phone service,DSL,N,N,N,N,N,Month-to-month,N,Electronic check,30.4,1621.35,3,N
Female,N,Y,N,44,Y,N,DSL,Y,Y,N,N,N,One year,Y,Mailed check,61.5,2722.2,3,N
Male,N,Y,Y,42,Y,Y,DSL,Y,N,N,Y,N,Month-to-month,Y,Bank transfer (automatic),69.4,3058.3,2,N
Male,N,Y,Y,72,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Bank transfer (automatic),24.75,1769.6,2,N
Female,N,Y,N,71,Y,Y,DSL,Y,Y,Y,Y,Y,Two year,N,Mailed check,91.05,6293.75,5,N
Female,N,Y,N,23,Y,Y,DSL,N,N,Y,Y,Y,Month-to-month,Y,Credit card (automatic),73.65,1642.75,4,N
Female,N,N,N,30,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Credit card (automatic),19.4,578.5,2,N
Male,N,N,N,35,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,One year,N,Bank transfer (automatic),26.2,954.9,1,N
Male,N,N,N,1,Y,N,DSL,N,N,N,N,N,Month-to-month,Y,Bank transfer (automatic),43.85,43.85,3,N
Male,N,N,N,22,Y,N,Fiber optic,N,N,N,N,N,Month-to-month,Y,Mailed check,69.7,1490.4,1,N
Male,N,Y,N,7,N,No phone service,DSL,Y,Y,N,N,N,Two year,N,Mailed check,38.55,280,3,N
Female,N,N,N,36,N,No phone service,DSL,Y,Y,Y,N,Y,Two year,Y,Mailed check,53.1,1901.25,3,N
Female,N,Y,Y,34,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,20.65,716.4,2,N
Male,N,Y,N,72,Y,Y,DSL,Y,Y,N,N,N,Two year,N,Credit card (automatic),64.45,4720,2,N
Male,N,Y,Y,36,Y,Y,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Credit card (automatic),25.1,930.95,1,N
Female,N,Y,Y,71,Y,Y,Fiber optic,Y,Y,Y,N,N,One year,Y,Credit card (automatic),95.15,6770.85,3,N
Female,Y,N,N,23,Y,Y,Fiber optic,N,Y,N,N,N,Month-to-month,Y,Mailed check,79.35,1835.3,1,N
Male,N,Y,N,17,Y,N,Fiber optic,N,Y,N,Y,Y,One year,Y,Bank transfer (automatic),96.65,1588.25,4,N
Male,N,N,N,1,Y,N,DSL,N,Y,Y,Y,Y,Month-to-month,Y,Electronic check,75.5,75.5,1,N
Male,N,Y,Y,12,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Mailed check,19.7,258.35,5,N
Female,N,Y,N,72,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,N,Credit card (automatic),20.5,1502.25,1,N
Male,N,N,N,1,Y,N,No,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,N,Mailed check,19.2,19.2,5,N
