User ID,Content Category,Interaction Type,Time of Interaction,Device Used
U0424,Technology,Like,Evening,Desktop
U0187,Education,Follow,Afternoon,Tablet
U0064,Fitness,Comment,Morning,Desktop
U0297,Fitness,Comment,Morning,Desktop
U0174,Fitness,Comment,Morning,Desktop
U0050,Technology,Follow,Afternoon,Desktop
U0388,Food,Follow,Afternoon,Desktop
U0231,Food,Share,Evening,Tablet
U0390,Fitness,Share,Morning,Tablet
U0451,Education,Follow,Afternoon,Desktop
U0158,Fitness,Share,Evening,Tablet
U0226,Food,Like,Evening,Mobile
U0356,Fitness,Share,Morning,Tablet
U0327,Technology,Like,Morning,Mobile
U0076,Technology,Share,Evening,Desktop
U0382,Travel,Comment,Evening,Desktop
U0301,Food,Share,Evening,Tablet
U0475,Fitness,Like,Afternoon,Tablet
U0248,Technology,Like,Afternoon,Tablet
U0159,Fitness,Share,Morning,Mobile
U0374,Fitness,Comment,Morning,Desktop
U0292,Technology,Comment,Evening,Tablet
U0187,Technology,Like,Evening,Desktop
U0139,Education,Like,Evening,Tablet
U0229,Education,Comment,Evening,Mobile
U0379,Fitness,Follow,Morning,Mobile
U0312,Education,Follow,Afternoon,Desktop
U0098,Technology,Like,Evening,Mobile
U0032,Fitness,Follow,Morning,Mobile
U0275,Food,Like,Morning,Tablet
U0060,Technology,Comment,Afternoon,Desktop
U0302,Education,Share,Morning,Desktop
U0005,Travel,Follow,Evening,Mobile
U0100,Education,Share,Evening,Desktop
U0387,Education,Follow,Afternoon,Desktop
U0091,Education,Follow,Afternoon,Desktop
U0488,Food,Comment,Evening,Desktop
U0348,Education,Share,Evening,Desktop
U0058,Travel,Follow,Morning,Mobile
U0254,Fitness,Follow,Morning,Mobile
U0049,Food,Comment,Afternoon,Tablet
U0056,Fitness,Comment,Morning,Desktop
U0164,Travel,Comment,Evening,Mobile
U0293,Fitness,Follow,Evening,Desktop
U0393,Fitness,Comment,Afternoon,Mobile
U0265,Education,Follow,Afternoon,Desktop
U0138,Food,Share,Morning,Desktop
U0157,Food,Share,Afternoon,Tablet
U0218,Travel,Like,Evening,Desktop
U0207,Travel,Share,Morning,Desktop
U0010,Fitness,Share,Evening,Mobile
U0192,Food,Follow,Morning,Desktop
U0287,Fitness,Like,Evening,Mobile
U0039,Fitness,Comment,Morning,Desktop
U0483,Education,Like,Evening,Desktop
U0400,Travel,Follow,Evening,Tablet
U0128,Education,Follow,Afternoon,Tablet
U0029,Food,Share,Evening,Desktop
U0146,Travel,Like,Morning,Mobile
U0397,Travel,Comment,Evening,Mobile
U0294,Education,Follow,Morning,Mobile
U0294,Food,Share,Evening,Tablet
U0072,Food,Follow,Morning,Desktop
U0110,Food,Comment,Morning,Desktop
U0171,Food,Like,Morning,Desktop
U0329,Travel,Follow,Afternoon,Desktop
U0426,Technology,Share,Evening,Tablet
U0224,Education,Share,Morning,Desktop
U0252,Education,Follow,Afternoon,Desktop
U0377,Education,Like,Morning,Mobile
U0409,Technology,Follow,Evening,Tablet
U0098,Travel,Follow,Morning,Desktop
U0451,Fitness,Share,Evening,Tablet
U0332,Food,Follow,Evening,Desktop
U0295,Technology,Follow,Afternoon,Tablet
U0116,Travel,Share,Afternoon,Mobile
U0273,Fitness,Comment,Afternoon,Tablet
U0097,Fitness,Comment,Morning,Desktop
U0014,Education,Comment,Evening,Mobile
U0489,Food,Comment,Morning,Desktop
U0104,Fitness,Share,Afternoon,Desktop
U0471,Food,Like,Morning,Mobile
U0461,Technology,Like,Afternoon,Desktop
U0381,Fitness,Follow,Evening,Desktop
U0225,Fitness,Follow,Afternoon,Mobile
U0064,Fitness,Like,Morning,Tablet
U0108,Travel,Like,Morning,Tablet
U0384,Travel,Share,Afternoon,Mobile
U0245,Education,Follow,Afternoon,Mobile
U0195,Travel,Share,Afternoon,Mobile
U0159,Travel,Like,Morning,Tablet
U0360,Travel,Share,Morning,Desktop
U0374,Food,Like,Evening,Mobile
U0128,Education,Comment,Morning,Mobile
U0072,Travel,Like,Evening,Mobile
U0108,Food,Follow,Evening,Desktop
U0089,Education,Comment,Morning,Mobile
U0474,Fitness,Follow,Morning,Mobile
U0207,Food,Share,Evening,Desktop
U0014,Technology,Like,Afternoon,Desktop
U0074,Technology,Follow,Afternoon,Tablet
U0370,Fitness,Like,Evening,Mobile
U0460,Technology,Like,Morning,Desktop
U0244,Travel,Share,Afternoon,Tablet
U0439,Technology,Follow,Evening,Desktop
U0463,Fitness,Like,Afternoon,Desktop
U0245,Education,Comment,Afternoon,Mobile
U0067,Fitness,Like,Morning,Tablet
U0368,Food,Like,Afternoon,Tablet
U0129,Food,Follow,Morning,Desktop
U0267,Education,Share,Evening,Desktop
U0068,Travel,Comment,Afternoon,Desktop
U0479,Travel,Like,Morning,Tablet
U0102,Technology,Like,Morning,Mobile
U0428,Fitness,Comment,Morning,Desktop
U0293,Travel,Comment,Afternoon,Desktop
U0419,Travel,Comment,Evening,Desktop
U0135,Travel,Share,Evening,Mobile
U0264,Food,Like,Afternoon,Mobile
U0414,Education,Follow,Afternoon,Desktop
U0343,Education,Follow,Afternoon,Desktop
U0188,Technology,Comment,Afternoon,Tablet
U0500,Technology,Share,Afternoon,Mobile
U0152,Food,Follow,Morning,Desktop
U0482,Education,Comment,Morning,Mobile
U0073,Fitness,Comment,Evening,Mobile
U0182,Education,Share,Evening,Mobile
U0277,Education,Share,Morning,Mobile
U0349,Education,Comment,Morning,Mobile
U0490,Travel,Share,Evening,Mobile
U0497,Food,Follow,Afternoon,Desktop
U0165,Food,Like,Morning,Mobile
U0363,Food,Like,Evening,Mobile
U0031,Fitness,Comment,Afternoon,Mobile
U0201,Travel,Comment,Morning,Desktop
U0180,Fitness,Comment,Morning,Desktop
U0206,Education,Comment,Morning,Tablet
U0073,Food,Like,Evening,Desktop
U0267,Education,Follow,Afternoon,Mobile
U0225,Technology,Follow,Afternoon,Tablet
U0451,Food,Like,Evening,Desktop
U0457,Technology,Follow,Afternoon,Tablet
U0087,Travel,Comment,Evening,Desktop
U0046,Education,Share,Evening,Tablet
U0436,Travel,Follow,Evening,Tablet
U0030,Technology,Share,Evening,Desktop
U0215,Food,Like,Evening,Desktop
U0366,Fitness,Like,Afternoon,Tablet
U0303,Food,Follow,Afternoon,Mobile
U0288,Education,Share,Evening,Desktop
U0446,Travel,Like,Evening,Mobile
U0407,Technology,Like,Evening,Tablet
U0392,Food,Like,Morning,Tablet
U0178,Travel,Follow,Evening,Desktop
U0343,Fitness,Comment,Morning,Tablet
U0485,Technology,Follow,Afternoon,Desktop
U0435,Food,Share,Afternoon,Tablet
U0495,Food,Like,Morning,Desktop
U0358,Food,Like,Evening,Mobile
U0395,Food,Follow,Evening,Tablet
U0400,Travel,Share,Morning,Mobile
U0276,Fitness,Like,Evening,Desktop
U0469,Technology,Follow,Evening,Tablet
U0255,Fitness,Follow,Evening,Desktop
U0439,Travel,Share,Evening,Desktop
U0387,Fitness,Comment,Morning,Desktop
U0098,Food,Share,Evening,Tablet
U0276,Travel,Like,Morning,Tablet
U0102,Technology,Comment,Morning,Tablet
U0367,Education,Follow,Afternoon,Desktop
U0472,Technology,Share,Afternoon,Tablet
U0498,Food,Like,Morning,Mobile
U0021,Education,Share,Morning,Mobile
U0115,Fitness,Comment,Evening,Mobile
U0416,Fitness,Share,Morning,Mobile
U0011,Travel,Follow,Evening,Desktop
U0291,Travel,Follow,Morning,Mobile
U0455,Food,Share,Afternoon,Tablet
U0221,Food,Like,Afternoon,Mobile
U0183,Fitness,Comment,Morning,Desktop
U0408,Education,Follow,Evening,Mobile
U0275,Technology,Comment,Afternoon,Tablet
U0368,Education,Follow,Evening,Mobile
U0429,Travel,Like,Morning,Tablet
U0303,Technology,Share,Afternoon,Mobile
U0230,Technology,Comment,Evening,Desktop
U0033,Food,Share,Evening,Mobile
U0292,Technology,Follow,Afternoon,Tablet
U0392,Travel,Follow,Morning,Mobile
U0357,Food,Comment,Evening,Desktop
U0449,Travel,Like,Evening,Mobile
U0365,Education,Like,Afternoon,Mobile
U0272,Fitness,Like,Afternoon,Tablet
U0308,Fitness,Follow,Morning,Mobile
U0170,Technology,Follow,Morning,Desktop
U0357,Fitness,Comment,Afternoon,Desktop
U0182,Travel,Follow,Morning,Desktop
U0134,Fitness,Like,Afternoon,Mobile
U0174,Technology,Share,Afternoon,Tablet
U0311,Education,Share,Morning,Mobile
U0001,Technology,Like,Evening,Mobile
U0157,Education,Comment,Morning,Tablet
U0097,Education,Share,Evening,Desktop
U0112,Technology,Comment,Afternoon,Tablet
U0294,Travel,Comment,Morning,Tablet
U0260,Travel,Like,Morning,Mobile
U0414,Food,Like,Afternoon,Mobile
U0093,Education,Like,Evening,Mobile
U0309,Education,Follow,Morning,Desktop
U0402,Technology,Like,Afternoon,Tablet
U0188,Fitness,Comment,Morning,Desktop
U0207,Food,Follow,Morning,Mobile
U0416,Education,Like,Evening,Mobile
U0165,Education,Follow,Evening,Tablet
U0330,Food,Comment,Morning,Desktop
U0102,Travel,Follow,Afternoon,Desktop
U0252,Travel,Share,Morning,Mobile
U0313,Food,Share,Afternoon,Desktop
U0358,Education,Share,Morning,Mobile
U0457,Education,Comment,Evening,Tablet
U0379,Education,Follow,Morning,Mobile
U0097,Education,Follow,Afternoon,Mobile
U0269,Education,Share,Morning,Desktop
U0023,Technology,Share,Morning,Desktop
U0038,Fitness,Follow,Evening,Desktop
U0328,Technology,Comment,Evening,Mobile
U0461,Technology,Share,Evening,Desktop
U0091,Fitness,Follow,Afternoon,Desktop
U0073,Fitness,Follow,Evening,Tablet
U0349,Food,Share,Evening,Mobile
U0210,Technology,Follow,Evening,Desktop
U0432,Travel,Like,Morning,Desktop
U0203,Travel,Comment,Morning,Mobile
U0059,Fitness,Comment,Morning,Desktop
U0275,Fitness,Like,Afternoon,Tablet
U0349,Travel,Share,Evening,Desktop
U0292,Technology,Share,Afternoon,Mobile
U0454,Technology,Follow,Morning,Tablet
U0266,Travel,Like,Morning,Desktop
U0020,Fitness,Like,Afternoon,Mobile
U0316,Travel,Share,Afternoon,Tablet
U0306,Education,Comment,Morning,Mobile
U0023,Technology,Like,Evening,Mobile
U0487,Fitness,Follow,Afternoon,Desktop
U0330,Travel,Like,Morning,Desktop
U0116,Fitness,Comment,Morning,Desktop
U0225,Travel,Comment,Morning,Mobile
U0148,Fitness,Share,Evening,Mobile
U0351,Travel,Like,Morning,Tablet
U0317,Fitness,Share,Evening,Tablet
U0074,Fitness,Follow,Morning,Mobile
U0030,Education,Comment,Afternoon,Mobile
U0019,Education,Like,Evening,Mobile
U0467,Education,Follow,Afternoon,Tablet
U0316,Travel,Share,Afternoon,Tablet
U0252,Food,Follow,Evening,Desktop
U0461,Travel,Comment,Morning,Tablet
U0074,Fitness,Share,Afternoon,Desktop
U0379,Travel,Comment,Morning,Desktop
U0211,Education,Follow,Evening,Mobile
U0321,Fitness,Follow,Afternoon,Desktop
U0376,Travel,Follow,Afternoon,Desktop
U0167,Travel,Comment,Evening,Mobile
U0365,Education,Follow,Morning,Mobile
U0192,Food,Like,Evening,Mobile
U0241,Education,Follow,Morning,Tablet
U0427,Travel,Comment,Evening,Mobile
U0283,Travel,Like,Morning,Tablet
U0483,Technology,Comment,Afternoon,Tablet
U0342,Food,Comment,Morning,Tablet
U0295,Fitness,Comment,Morning,Desktop
U0126,Fitness,Follow,Evening,Desktop
U0478,Education,Like,Evening,Tablet
U0403,Technology,Like,Morning,Mobile
U0442,Food,Like,Morning,Mobile
U0462,Fitness,Like,Afternoon,Tablet
U0110,Technology,Share,Afternoon,Desktop
U0425,Travel,Comment,Afternoon,Desktop
U0052,Fitness,Comment,Evening,Mobile
U0273,Travel,Follow,Evening,Mobile
U0144,Fitness,Like,Evening,Mobile
U0387,Fitness,Comment,Morning,Desktop
U0245,Technology,Comment,Morning,Tablet
U0230,Travel,Like,Morning,Tablet
U0454,Technology,Like,Afternoon,Desktop
U0320,Travel,Comment,Afternoon,Mobile
U0493,Food,Like,Evening,Desktop
U0410,Technology,Share,Afternoon,Tablet
U0436,Fitness,Like,Afternoon,Tablet
U0267,Travel,Comment,Morning,Desktop
U0123,Food,Share,Evening,Desktop
U0021,Travel,Share,Afternoon,Tablet
U0283,Fitness,Like,Morning,Tablet
U0010,Travel,Follow,Afternoon,Mobile
U0019,Food,Follow,Evening,Tablet
U0412,Travel,Share,Evening,Desktop
U0178,Food,Comment,Evening,Tablet
U0137,Travel,Like,Morning,Tablet
U0342,Education,Like,Afternoon,Mobile
U0125,Fitness,Comment,Morning,Desktop
U0293,Technology,Like,Morning,Mobile
U0007,Food,Like,Evening,Tablet
U0321,Food,Like,Afternoon,Tablet
U0029,Fitness,Like,Evening,Mobile
U0368,Technology,Comment,Morning,Desktop
U0368,Travel,Comment,Morning,Desktop
U0102,Travel,Comment,Evening,Tablet
U0241,Education,Follow,Afternoon,Mobile
U0004,Fitness,Share,Morning,Mobile
U0278,Fitness,Like,Evening,Tablet
U0039,Fitness,Comment,Morning,Desktop
U0117,Travel,Share,Morning,Tablet
U0308,Education,Share,Afternoon,Tablet
U0129,Fitness,Like,Afternoon,Tablet
U0456,Food,Comment,Evening,Desktop
U0033,Food,Like,Afternoon,Tablet
U0419,Technology,Follow,Afternoon,Tablet
U0382,Technology,Share,Evening,Desktop
U0311,Technology,Share,Evening,Tablet
U0164,Food,Follow,Afternoon,Tablet
U0154,Food,Comment,Afternoon,Tablet
U0088,Food,Share,Morning,Desktop
U0473,Travel,Follow,Afternoon,Desktop
U0378,Travel,Comment,Afternoon,Mobile
U0196,Fitness,Follow,Evening,Desktop
U0223,Fitness,Comment,Evening,Mobile
U0009,Travel,Share,Afternoon,Mobile
U0012,Travel,Share,Afternoon,Mobile
U0117,Travel,Like,Morning,Tablet
U0222,Fitness,Like,Afternoon,Desktop
U0055,Food,Follow,Morning,Tablet
U0073,Education,Follow,Morning,Desktop
U0252,Food,Comment,Morning,Tablet
U0160,Education,Share,Evening,Desktop
U0307,Education,Share,Morning,Desktop
U0192,Fitness,Follow,Evening,Desktop
U0243,Technology,Share,Morning,Desktop
U0108,Fitness,Follow,Afternoon,Desktop
U0285,Education,Follow,Afternoon,Desktop
U0462,Food,Comment,Morning,Tablet
U0313,Fitness,Comment,Morning,Desktop
U0456,Food,Like,Morning,Tablet
U0076,Food,Like,Evening,Mobile
U0237,Food,Like,Evening,Mobile
U0399,Food,Comment,Morning,Tablet
U0399,Travel,Comment,Morning,Mobile
U0168,Education,Follow,Afternoon,Desktop
U0402,Food,Share,Afternoon,Desktop
U0275,Fitness,Like,Morning,Tablet
U0032,Fitness,Share,Evening,Tablet
U0193,Technology,Share,Afternoon,Desktop
U0152,Technology,Follow,Morning,Tablet
U0239,Travel,Like,Morning,Tablet
U0081,Travel,Follow,Evening,Desktop
U0142,Education,Share,Morning,Desktop
U0301,Food,Like,Morning,Mobile
U0445,Education,Follow,Afternoon,Desktop
U0162,Travel,Comment,Evening,Tablet
U0223,Food,Comment,Evening,Desktop
U0429,Food,Like,Morning,Desktop
U0371,Fitness,Follow,Evening,Desktop
U0035,Fitness,Comment,Morning,Mobile
U0048,Food,Like,Afternoon,Desktop
U0385,Travel,Like,Morning,Desktop
U0329,Fitness,Comment,Afternoon,Tablet
U0230,Technology,Comment,Morning,Desktop
U0331,Education,Like,Evening,Mobile
U0358,Travel,Like,Morning,Mobile
U0120,Fitness,Share,Morning,Tablet
U0388,Travel,Share,Evening,Mobile
U0343,Travel,Comment,Evening,Tablet
U0103,Technology,Like,Evening,Mobile
U0252,Food,Like,Morning,Tablet
U0189,Fitness,Follow,Evening,Desktop
U0275,Education,Share,Morning,Desktop
U0192,Travel,Comment,Evening,Mobile
U0132,Fitness,Share,Afternoon,Desktop
U0334,Travel,Follow,Afternoon,Mobile
U0334,Education,Share,Evening,Desktop
U0058,Travel,Comment,Morning,Mobile
U0292,Food,Share,Evening,Tablet
U0185,Technology,Comment,Afternoon,Tablet
U0453,Fitness,Like,Afternoon,Tablet
U0007,Fitness,Comment,Morning,Desktop
U0485,Travel,Comment,Evening,Tablet
U0201,Fitness,Follow,Evening,Desktop
U0306,Fitness,Like,Afternoon,Mobile
U0318,Technology,Like,Morning,Desktop
U0196,Education,Like,Evening,Mobile
U0111,Fitness,Follow,Evening,Desktop
U0191,Food,Like,Morning,Desktop
U0018,Food,Like,Morning,Mobile
U0477,Technology,Follow,Morning,Tablet
U0090,Technology,Like,Morning,Mobile
U0234,Education,Share,Evening,Desktop
U0360,Travel,Comment,Evening,Mobile
U0204,Travel,Like,Evening,Mobile
U0426,Travel,Like,Afternoon,Mobile
U0023,Technology,Share,Evening,Desktop
U0104,Technology,Comment,Afternoon,Tablet
U0121,Travel,Follow,Evening,Mobile
U0287,Travel,Like,Evening,Mobile
U0046,Food,Follow,Evening,Desktop
U0192,Food,Comment,Evening,Tablet
U0328,Travel,Follow,Afternoon,Mobile
U0178,Fitness,Like,Afternoon,Tablet
U0254,Education,Share,Evening,Desktop
U0222,Education,Share,Morning,Desktop
U0474,Travel,Share,Afternoon,Desktop
U0260,Fitness,Share,Evening,Tablet
U0426,Fitness,Comment,Evening,Tablet
U0423,Travel,Like,Evening,Mobile
U0267,Education,Comment,Morning,Mobile
U0379,Food,Like,Morning,Desktop
U0429,Education,Follow,Afternoon,Desktop
U0420,Fitness,Like,Afternoon,Tablet
U0209,Technology,Like,Evening,Mobile
U0233,Fitness,Like,Morning,Tablet
U0254,Technology,Share,Morning,Tablet
U0208,Fitness,Like,Afternoon,Tablet
U0488,Technology,Like,Morning,Mobile
U0062,Fitness,Like,Morning,Tablet
U0232,Travel,Follow,Morning,Desktop
U0306,Food,Share,Afternoon,Desktop
U0220,Education,Share,Evening,Desktop
U0304,Travel,Follow,Morning,Mobile
U0016,Travel,Like,Afternoon,Desktop
U0301,Food,Follow,Evening,Tablet
U0020,Technology,Share,Afternoon,Desktop
U0043,Technology,Follow,Morning,Desktop
U0124,Travel,Share,Evening,Mobile
U0398,Travel,Follow,Evening,Mobile
U0351,Education,Follow,Morning,Tablet
U0036,Fitness,Follow,Evening,Desktop
U0290,Education,Like,Afternoon,Tablet
U0061,Education,Share,Evening,Desktop
U0232,Fitness,Share,Afternoon,Mobile
U0219,Fitness,Comment,Morning,Mobile
U0128,Travel,Comment,Morning,Tablet
U0396,Technology,Comment,Afternoon,Desktop
U0444,Education,Share,Evening,Desktop
U0228,Technology,Like,Evening,Mobile
U0068,Education,Like,Evening,Tablet
U0188,Travel,Share,Evening,Mobile
U0055,Travel,Share,Afternoon,Mobile
U0360,Technology,Share,Afternoon,Mobile
U0450,Food,Follow,Evening,Desktop
U0125,Technology,Like,Morning,Mobile
U0293,Fitness,Comment,Morning,Desktop
U0280,Education,Follow,Afternoon,Desktop
U0498,Fitness,Follow,Evening,Tablet
U0021,Fitness,Share,Morning,Mobile
U0360,Technology,Like,Afternoon,Desktop
U0007,Education,Share,Morning,Tablet
U0005,Fitness,Comment,Afternoon,Desktop
U0097,Travel,Follow,Evening,Desktop
U0089,Education,Like,Afternoon,Tablet
U0066,Fitness,Follow,Evening,Mobile
U0038,Fitness,Share,Evening,Mobile
U0481,Food,Like,Morning,Desktop
U0022,Travel,Comment,Afternoon,Mobile
U0477,Travel,Comment,Afternoon,Desktop
U0066,Education,Follow,Afternoon,Tablet
U0387,Fitness,Share,Evening,Mobile
U0039,Education,Follow,Afternoon,Mobile
U0044,Fitness,Like,Evening,Tablet
U0202,Travel,Share,Afternoon,Tablet
U0156,Education,Follow,Evening,Desktop
U0262,Travel,Share,Afternoon,Tablet
U0287,Education,Comment,Evening,Tablet
U0047,Travel,Like,Evening,Desktop
U0138,Food,Comment,Afternoon,Tablet
U0464,Fitness,Like,Afternoon,Tablet
U0498,Fitness,Follow,Afternoon,Desktop
U0307,Fitness,Comment,Afternoon,Tablet
U0411,Food,Like,Evening,Mobile
U0186,Education,Share,Evening,Tablet
U0237,Education,Like,Evening,Mobile
U0449,Fitness,Share,Afternoon,Mobile
U0332,Food,Like,Afternoon,Mobile
U0368,Education,Follow,Afternoon,Desktop
U0075,Education,Share,Afternoon,Mobile
U0193,Travel,Like,Evening,Mobile
U0479,Travel,Share,Afternoon,Desktop
U0216,Food,Follow,Morning,Mobile
U0305,Travel,Follow,Morning,Desktop
U0072,Technology,Like,Morning,Desktop
U0036,Technology,Share,Afternoon,Tablet
U0050,Travel,Like,Evening,Mobile
U0006,Food,Share,Morning,Tablet
U0124,Fitness,Share,Morning,Tablet
U0431,Fitness,Share,Morning,Mobile
U0088,Fitness,Like,Afternoon,Tablet
U0489,Technology,Like,Morning,Tablet
U0049,Travel,Comment,Morning,Mobile
U0085,Fitness,Comment,Morning,Desktop
U0123,Food,Follow,Evening,Desktop
U0119,Technology,Follow,Morning,Desktop
U0379,Education,Follow,Afternoon,Desktop
U0392,Fitness,Like,Afternoon,Tablet
U0405,Food,Like,Evening,Desktop
U0316,Travel,Share,Afternoon,Tablet
U0074,Technology,Follow,Evening,Tablet
U0207,Fitness,Comment,Morning,Desktop
U0141,Food,Like,Morning,Mobile
U0450,Technology,Comment,Afternoon,Tablet
U0034,Technology,Share,Afternoon,Desktop
U0011,Travel,Share,Afternoon,Tablet
U0218,Travel,Share,Morning,Desktop
U0188,Travel,Comment,Afternoon,Mobile
U0300,Education,Follow,Evening,Tablet
U0187,Fitness,Comment,Morning,Mobile
U0357,Technology,Like,Evening,Desktop
U0131,Fitness,Share,Afternoon,Desktop
U0446,Fitness,Comment,Morning,Desktop
U0267,Fitness,Like,Morning,Mobile
U0401,Fitness,Follow,Evening,Desktop
U0483,Fitness,Comment,Afternoon,Mobile
U0309,Technology,Like,Evening,Mobile
U0138,Education,Follow,Morning,Mobile
U0189,Fitness,Comment,Evening,Mobile
U0005,Fitness,Like,Afternoon,Desktop
U0459,Travel,Comment,Morning,Mobile
U0080,Fitness,Share,Morning,Tablet
U0143,Fitness,Comment,Afternoon,Desktop
U0366,Fitness,Like,Morning,Tablet
U0194,Technology,Follow,Morning,Desktop
U0251,Travel,Comment,Evening,Tablet
U0207,Travel,Share,Evening,Tablet
U0403,Education,Follow,Evening,Tablet
U0269,Fitness,Comment,Afternoon,Tablet
U0413,Fitness,Like,Morning,Mobile
U0310,Travel,Share,Afternoon,Desktop
U0162,Fitness,Comment,Afternoon,Mobile
U0327,Travel,Like,Morning,Tablet
U0384,Food,Comment,Morning,Desktop
U0462,Travel,Follow,Morning,Desktop
U0365,Food,Like,Afternoon,Mobile
U0213,Fitness,Like,Morning,Mobile
U0028,Travel,Follow,Afternoon,Desktop
U0151,Education,Follow,Afternoon,Tablet
U0445,Technology,Share,Afternoon,Desktop
U0473,Fitness,Like,Evening,Mobile
U0365,Food,Like,Evening,Mobile
U0112,Education,Share,Evening,Desktop
U0207,Education,Follow,Afternoon,Desktop
U0168,Food,Like,Afternoon,Mobile
U0453,Travel,Like,Afternoon,Desktop
U0281,Education,Comment,Evening,Tablet
U0478,Food,Follow,Afternoon,Tablet
U0326,Fitness,Comment,Afternoon,Mobile
U0197,Travel,Like,Afternoon,Mobile
U0007,Fitness,Comment,Morning,Desktop
U0214,Travel,Like,Morning,Tablet
U0470,Technology,Like,Morning,Mobile
U0020,Travel,Comment,Afternoon,Mobile
U0085,Travel,Like,Evening,Mobile
U0416,Education,Share,Afternoon,Tablet
U0296,Education,Share,Evening,Tablet
U0168,Fitness,Comment,Evening,Tablet
U0116,Travel,Share,Morning,Desktop
U0261,Travel,Like,Afternoon,Tablet
U0488,Food,Comment,Evening,Desktop
U0433,Fitness,Like,Morning,Desktop
U0358,Education,Share,Evening,Desktop
U0205,Education,Follow,Afternoon,Desktop
U0125,Education,Like,Morning,Desktop
U0397,Technology,Comment,Afternoon,Desktop
U0213,Technology,Share,Afternoon,Desktop
U0121,Travel,Comment,Afternoon,Desktop
U0435,Food,Like,Morning,Mobile
U0085,Fitness,Like,Afternoon,Tablet
U0193,Technology,Like,Morning,Mobile
U0378,Fitness,Follow,Morning,Tablet
U0048,Fitness,Like,Evening,Mobile
U0017,Food,Share,Morning,Desktop
U0045,Fitness,Comment,Morning,Desktop
U0020,Technology,Like,Evening,Mobile
U0421,Fitness,Follow,Morning,Desktop
U0056,Education,Follow,Afternoon,Desktop
U0270,Education,Share,Morning,Desktop
U0237,Food,Like,Evening,Mobile
U0359,Technology,Comment,Evening,Desktop
U0017,Food,Comment,Afternoon,Tablet
U0415,Food,Share,Afternoon,Tablet
U0362,Travel,Share,Afternoon,Mobile
U0108,Travel,Comment,Morning,Mobile
U0031,Technology,Like,Evening,Mobile
U0230,Fitness,Like,Morning,Tablet
U0171,Food,Comment,Evening,Tablet
U0223,Technology,Comment,Afternoon,Tablet
U0459,Technology,Comment,Afternoon,Desktop
U0177,Technology,Share,Morning,Mobile
U0200,Travel,Follow,Morning,Desktop
U0442,Travel,Share,Afternoon,Mobile
U0363,Food,Comment,Afternoon,Tablet
U0402,Food,Like,Morning,Desktop
U0172,Technology,Like,Morning,Mobile
U0310,Food,Like,Afternoon,Mobile
U0214,Technology,Share,Morning,Tablet
U0410,Food,Like,Evening,Desktop
U0396,Fitness,Comment,Evening,Mobile
U0338,Education,Share,Evening,Desktop
U0456,Education,Comment,Evening,Tablet
U0487,Technology,Share,Evening,Desktop
U0387,Technology,Share,Afternoon,Desktop
U0302,Technology,Comment,Evening,Desktop
U0473,Education,Follow,Afternoon,Mobile
U0457,Technology,Like,Evening,Mobile
U0297,Travel,Like,Afternoon,Desktop
U0021,Travel,Follow,Morning,Mobile
U0025,Food,Follow,Morning,Tablet
U0445,Food,Like,Evening,Tablet
U0298,Education,Share,Morning,Tablet
U0438,Travel,Like,Morning,Tablet
U0091,Fitness,Follow,Evening,Mobile
U0332,Travel,Like,Morning,Mobile
U0384,Food,Like,Evening,Mobile
U0344,Travel,Follow,Afternoon,Mobile
U0084,Technology,Like,Afternoon,Desktop
U0040,Technology,Like,Morning,Mobile
U0399,Fitness,Follow,Afternoon,Mobile
U0257,Travel,Comment,Evening,Tablet
U0343,Food,Like,Evening,Mobile
U0048,Fitness,Comment,Afternoon,Desktop
U0129,Technology,Comment,Evening,Tablet
U0075,Fitness,Comment,Afternoon,Tablet
U0246,Food,Like,Evening,Mobile
U0200,Technology,Follow,Afternoon,Tablet
U0098,Travel,Comment,Evening,Tablet
U0035,Fitness,Follow,Evening,Tablet
U0235,Food,Share,Afternoon,Tablet
U0022,Travel,Like,Morning,Mobile
U0009,Food,Share,Evening,Tablet
U0429,Food,Like,Morning,Desktop
U0050,Education,Like,Evening,Tablet
U0243,Education,Share,Afternoon,Tablet
U0416,Food,Like,Morning,Mobile
U0421,Food,Like,Afternoon,Mobile
U0481,Fitness,Like,Afternoon,Tablet
U0195,Food,Share,Morning,Desktop
U0039,Food,Share,Afternoon,Tablet
U0014,Food,Like,Afternoon,Mobile
U0446,Education,Like,Morning,Tablet
U0049,Food,Like,Afternoon,Desktop
U0109,Technology,Like,Evening,Mobile
U0160,Education,Share,Evening,Mobile
U0052,Technology,Follow,Afternoon,Desktop
U0171,Technology,Share,Afternoon,Mobile
U0486,Technology,Like,Evening,Mobile
U0241,Travel,Share,Afternoon,Tablet
U0082,Education,Like,Evening,Mobile
U0095,Education,Like,Evening,Tablet
U0009,Fitness,Like,Afternoon,Tablet
U0087,Education,Follow,Evening,Mobile
U0268,Education,Comment,Afternoon,Tablet
U0122,Travel,Follow,Morning,Mobile
U0271,Food,Like,Afternoon,Mobile
U0303,Education,Follow,Afternoon,Desktop
U0316,Travel,Follow,Morning,Desktop
U0059,Education,Share,Afternoon,Mobile
U0296,Education,Comment,Morning,Mobile
U0021,Fitness,Like,Morning,Tablet
U0351,Fitness,Like,Afternoon,Mobile
U0334,Technology,Like,Morning,Tablet
