Card_id,Header,Review,Location,shop
6078320af85d7508705e4586,This site is the biggest scam,"This site is the biggest scam, never buy again. I lost two bikes, two set of tool sets, five hundred pair of gloves. I will do everything I can to let everyone know not to purchase from wish. My money never got returned or did they make it right, they did not send it out.",United States,Wish
5fe77011755dc107e0cf497f,I have ordered jacket and then returned…,I have ordered jacket and then returned back. They are blocked amount on my card 2 times and nothing. 3 days i am trying to explain my situation and get back money. And nothing.... Do not use this company!,Finland,Zalando
60df26c9f9f4870750374814,Worst experience ever,"Worst experience ever. They sent the wrong item then when I contacted them they told me 'I understand how inconvenient it is that the item received was not the one you were expecting' and 'I can confirm that our store correctly fulfilled your order' and that was it, no further chance to discuss. Never use this company.",Britain (UK),Wish
605d3013f85d750870358072,Cr card debited 15X the amount I expected !!!,I ordered a ladies track suit on 25th Feb a special £1 deal (+ £1 postage) it then came up saying was not available but I could not see a way out of the screen but it said proceed to payment so I assumed I had to pay the £2 and as my brother had said refund normally goes thru the next day....BUT later that day when I checked my credit card account I had been charged £30.40 (£22.40 +  £8.00p and p) I immediately messaged customer support who said my item had not been processed so would be refunded in full as my order had not been completed !!! Relieved I have waited and waited and been told the £2 was never actually debited .... I have been telling them that so totally illegal their behaviour and I would never ever recommend them to anyone ever. My brother was obviously lucky with his purchases but I am not taking any more chances with this company and I do not understand how they have 4 star rating on one Trustpilot account and 1 star on another Trust pilot account !!!!! Something just does not add up at all,Britain (UK),Wish
54a20fe00000640002c0bc83,I like the clothes on the website,"Every time I got my orders, they always fit me well. Last time I ordered was a pair of black Bleeder boots with little cute belts on them and they are the most comfortable boots I have wore. I also bought a lot of gifts for my friends from the website and you ought do the same.",United States,Sheinside
5587af100000ff0002f001be,Terrible decision!!!!,"I was so excited when I first ordered my clothing for an upcoming wedding I was in in punta Cana. I raved to my friends and family about this site I found. It has been almost a month now, the wedding has passed and my money was wasted buying clothes from here! I see that your shipping and processing and all of that is like 6 days..but not almost 30! I was almost afraid I was scammed into this site..that is how long it is taking. I will certainly not recommend this to site to anyone. HELP I just want my clothes and be done with this site!!!  REPLY PLS",United States,Sheinside
6078a81ef85d7508705f77d0,Terrible products disgraceful customer services,"Terrible products, fake product reviews, hidden prices, Terrible customer services. I have had to go through resolver.co.uk and PayPal just to get wish to respond.  They make refunds very difficult. My advice avoid. Not sure? Do  your own research and read other wish reviews.",Britain (UK),Wish
609216d6f9f4870a786ea026,All there stuff is crap,All there stuff is crap. Pictures are deceiving. They never refund for mistakes they make. They are rude and I will never do business with them again!!!,United States,Wish
60069821755dc10a4064f3e5,Easy and very efficient shopping…,"Easy and very efficient shopping experience. Also in case you need to return items, is a very straightforward and simple process. Would highly recommend it.",Sweden,Boozt
60553ccdf85d7509fc10ef00,bad customer service,"I recently saw a jewelry box that I wanted on the Wish website.  I put my order in (February) and waited for my order to come. (From China) what a mistake this was,  First of all, I  never received my package,  the post office has no record of delivery and Wish refuses to refund my $19.46 claiming that it was delivered! customer service is nonexistent I have not been able to reach a real person on the phone. needless to say I have learned my lesson and I will never order anything from Wish again.  I do not recommend it",United States,Wish
60ac0ccdf9f4870a94abeb02,What a good site,What a good site. The thing I do not care for is the time some of the items take to be delivered,United States,Wish
5fcff791755dc107e0bc56bf,Always great shopping,"Always great shopping. Good prices, good selection, fast delievery! Highly recommended!",Austria,Boozt
5b0d0a6e6d33bc06c094a6b8,Only refunded for half my return,"Shoes were nothing like the pictures and were therefore returned, I had ordered 2 pairs and returned both. I was only refunded for one pair of the shoes. First and last time using them.",Britain (UK),Zalando
5946e3e1515c84097465bfe0,First time ordering from this website,"This is not my first time ordering from this website. It is been almost a week now and my order is stuck on one thing. I am trying to contact these people through their website, but that page does not even work! And I tried the live chat, but it was waiting on an agent which had like 8 people ahead and I honestly do not even think that is legit. There is literally only one person working for this website????? How the hell are you going to have a good business if everything about it is wack. Anyway, they better send me stuff fast or I am going to be furious, I am never ordering from this website again. I do not have a money tree so when I buy wtuff with MY money, I expect to get it. I even tried emailing them on Instagram and they do not respond, but they can post pictures every 2 hours.",United States,Sheinside
607e9141f9f48703605f47e3,Absolute fing GARBAGE app,"Absolute fing GARBAGE app. Shopping made fun?! Shopping made frustrating! Sat here wasting 30 minutes of my life as their terrible app WOULD NOT TAKE MY PAYMENT! Fix your shirt! Absolutely disgraceful, do not use these complete tools to by anything, could not run a bath let alone make a functioning app. STAY WELL CLEAR!",Britain (UK),Wish
5ee9c9877dd753070885ab31,I am still waiting for my second package…,"I am still waiting for my second package GSHMYB00C000FFT. They respond to my inquiries telling me they are keeping an eye on my package but when I respond I do not get a response back. Its been over 2 weeks and it has not moved. I am really upset because I spent alot of money on this package. Today was supposed to be the latest day to be delivered. This store is not worth the headache, do not buy.",United States,Sheinside
605a288df85d750870319bdb,I am happy with Wish and all items I have…,I am happy with Wish and all items I have bought.,Puerto Rico,Wish
5931fb9820b79f0a909b002c,"Good quality,great price,quick delivery …","Good quality,great price,quick delivery and that is all you need,will definitely use again.",Britain (UK),Zalando
5dcc8350c8454507e42f4265,Bought goods from them a few times as…,"Bought goods from them a few times as their website is good, has a wide choice of products and good pricing. Goods have always arrived promptly and on the one occasion I had to return stuff from two orders the process was faultless. Got my money back 3 or 4 days after dropping parcel off at parcel shop. Very good company.",Britain (UK),Zalando
5e2867433c93ae04c0d12f03,Zalando are fantastic,"Zalando are fantastic, shame their courier partner Hermes let us them down",Britain (UK),Zalando
5436d4690000640002ab5529,Great overall experience,"Sheinside is a remarkable company and their website is extremely user friendly. I have made multiple purchases through sheinside and would recommend it to anyone. Everything arrives as ordered in a reasonable amount of time, and I have never had to send anything back. I love everything that I have purchased through sheinside, in fact, I am wearing a sweater from them right now!",United States,Sheinside
5fc368e75e693f08f00dac4c,Great place to buy but,"Great place to buy, entertaining to choose but the mistake what combined the shipment is much bothering.",Hungary,Boozt
595631de555d1a095476dea0,Excellent site,"Excellent site, lots of choice, quick deliver with no delivery cost, and easy returns, has now become my first 'go to' site for shopping on line.",Britain (UK),Zalando
598c2790a64b41086cf3a24d,Excellent service delivery,"Excellent service delivery, highly recommended",Britain (UK),Zalando
605d2954f85d750870357c65,I could not find a better place to do…,"I could not find a better place to do my shopping for any occasion,  I love this app",United States,Wish
6058c15cf85d750870305669,Never again,"The part I ordered turned up with the most important bit missing along with some covers. When you try to contact customer support they ignore you. It is risky trying to sign in to Wish as Google highlights this site as a security risk, its China, so they are probably right. My first and last time I will deal with these rip off merchants",Britain (UK),Wish
607ee4a8f9f48704b8f90272,Really good experience with Wish the…,Really good experience with Wish the company really happy with my purchace,Britain (UK),Wish
607841e7f85d7508705e70f5,My package still has not come yet,"My package still has not come yet. It has been in the “local carrier facility” for a week now. That location is in Washington, which there is no reason for it to be delayed because there is no jarastic weather. It was supposed to be here 1 week and 3 days ago. I do not recommend buying from this site.",United States,Sheinside
60724b9ef85d75087054fa15,This company is not a good company to…,This company is not a good company to buy . They show you 2 item and get full price but they sent 1 item . They are cheating the Costomer and do not take care. Do not pay and buy anything from wish.I bought hunting pants and hoodie but they just send pants. I spent money there and they did not give my money after I cancel it at same time and sent to wish cash and force me to buy . They said our policy is this. Last time I use wish.,Canada,Wish
60d3b040f9f4870470e06adc,Wish are thieves,Wish obviously do not manage their suppliers. Watch out for a Scam! They have a 30 day refund policy that they use to cheat customers!! I ordered product and was told I would receive it 33 days later. When it did not arrive I queried and was told be patient. I never received the item and when I tried to claim I was refused because it was past 30 days? They made no attempt to validate the fact that the item never reached Australia. That makes them THIEVES ☹️,Australia,Wish
5935733ea02b4205a0c0d6cf,Excellent,"Excellent, easy to use website. Good selection of products and very fast free delivery on my order. Would highly recommend and use again.",Britain (UK),Zalando
57921acc0000ff0009734320,I am very glad how this shop site works,It s an exelent company!every my order was about very good quality! The costumers were help me with information about dress size perfectly!The online helpers and speciality Hannah (thank you guy ;) ) always were helping very profesional me about every my quastion!,United States,Sheinside
5c1a3a699d37800a10541a67,Very bad experience with Zalando,"Very bad experience with Zalando.  I received the wrong sized shoes and was advised the only way to rectify their error was for me to return them and buy a replacement pair, waiting 14 days for a refund for the original pair.  Customer service is non existent.  When I email them they either do not reply or their reply is a standard template response.  Why I should have to wait 14 days to get my money back for something that was their mistake I have no idea.  Avoid this company.",Britain (UK),Zalando
5ff9b14c755dc107e0dbf354,Perfect service,"Well built webpage, good range of products and sizes. Quick delivery! Five stars!",Austria,Boozt
6071a30ff85d75087054258f,I placed an order on 3/12 with delivery…,I placed an order on 3/12 with delivery to be made by 4/7. Delivery date is now changed to 4/17. I will not be buying anything else from them.,United States,Wish
6017c3b4679d9705c85ff86a,I ordered 4 pairs of trainers as I…,"I ordered 4 pairs of trainers as I could not decide on which one I wanted and different sizes.  The order was delivered on time, and once I chose the pair I wanted, I sent the other 3 pairs back.  The process was very simple, free to return and within a week my funds had been refunded.  I will order from this company again.",Britain (UK),Zalando
5f7211e8798e6f096022204b,Good service and happy customer,"I recently ordered several items from Zalando, I was really impressed with the service. The order was received very quickly and the items were exactly what I would had seen in the photographs. I would definitely use Zalando again in the future 👍🏻",Britain (UK),Zalando
606377ccf85d7508703eb06b,Jehsh,Is good and I Love it ma men I I buy things cheap,Spain,Wish
590b21592ecbfc09e8d225dc,Fast delivery,"My new- go to retailer, lots of choice and fast delivery, I will be back!",Britain (UK),Zalando
5956b1d5dacd1d069c962008,One of the best website.Fast shipping …,One of the best website.Fast shipping and easy to find things you are looking for.,Britain (UK),Zalando
54ad45140000ff0002c2abdf,The worst internet retail service I have ever experienced,"I placed 3 orders recently. On all occasions the delivery was delayed and I received the same untruthful messages that the currier missed me and then that there was a problem with access to my property. These were blatant lies. In fact my work colleague had the exact same experience with exact same lines given to her. After finally receiving the orders, I returned one. My return was showing as ""not received"" in the system 2 weeks after posting it back through their currier. When I called the customer service and demanded answers, miraculously, I was told that the return goods had arrived several days earlier but that the system was showing wrong information. When I asked why the refund had not been issued, I got no answer but the rep issued the refund whilst I was on the telephone.  My next order had 8 items which I needed for my skiing holiday. 5 out of 8 showed as CANCELLED several days after order was taken. They sold the stock which they did not have and only let me know after the fact. I got notification a week later that some items were again available. 10 days later delivery still has not arrived. Customer service told me it would be made yesterday. We stayed all day at home and again, the tracking update says ""Sorry we have missed you"". Again, this is a lie. Nobody tried to deliver, no note was left anywhere. I am going away and needed these goods for holiday. Customer Service would not cancel the order now and refund money. As previously, they told me to wait for delivery, despite the unreasonable delays, then have me return it and then wait several weeks again for a refund. This company seems to have a policy of standard untruthful responses to customers, and of aiming to retain customers money as long as possible. These are unethical policies and I am now compelled to report them to the appropriate watchdog authorities and You and Yours programme.",Britain (UK),Zalando
6079e667f85d75092023be87,Products are good and pricing plus…,Products are good and pricing plus selection...only delivery times can takexawhile to recieve..my opion 4.5 star..good company.,United States,Wish
557f0d640000ff0002ee4c83,Help with orders,I got so good help and service from Johan at the customer service. I Am very happy with the help i recieved and would recommend this website and service to anyone,Norway,Nelly
54b5d2cf0000ff0002c4619b,Just what I needed,"I love my dress, it fits perfectly. I cannot complain because my dress fits me and it really slims me down. I keep getting compliments on my dress and little do they know it was on sale :). The accessories look really cute too, I am going to need those too. Could not be happier with how efficient my experience was.",United States,Sheinside
5ed680c025e5d20a88a5b2f3,First and last time.,So I placed my order April 28th and still have not received it. It was marked at a local courier facility  on May 14th but when I check their tracking it says it has not been received but that the shipping label has been created. I spent over 150 US dollars and am so disappointed. My sister has bought from shein in May after I placed my order and has received both within two weeks. I am beginning to think my package is lost. There is no way to get in touch with them. I need some sort of information on what is actually going on with my package or I am going to have to dispute with my bank. Never again.,United States,Sheinside
60b66f07f9f4870a94b31fd1,Do not waste your money I ordered a…,Do not waste your money I ordered a part for my car pictures show a right hand drive car. What turned up was a left hand drive. I contacted customer service what a joke they just kept saying it is the right item. They would not except their is a difference even sending them pictures did not help. I can only guess they do not know there  left and right.I would have to say my experience with customer services is the worst I have ever had.Save your money look else where,Britain (UK),Wish
590a2158a02b4205fc02fb11,I bought a pair of Nike Air Force 1 …,"I bought a pair of Nike Air Force 1 Ultra Flyknit Grey and they are fantistic! Beautiful, they fit perfectly and as always, I will soon be ordering more trainers, clothing and accessories from Zalando!",Britain (UK),Zalando
5bfbe9879d37800a687be0e2,Placed over 5 orders,"Placed over 5 orders, and everyone got cancelled as 'item(s) out of stock! will take my business else where.",Britain (UK),Zalando
60796a34f85d75087060579b,"Great service, would use again","Was a bit skeptical at first, but decided to buy some Nike Air Force 1s. They came in the delivery window, and were in brand new condition as you would expect. Great service!",Britain (UK),Zalando
59e9d49431302a0ef48d9f9c,Shoes were great love them came on time …,Shoes were great love them came on time will b back thk you x,Britain (UK),Zalando
59610b989a61500a008eccbe,I am speechless,I am speechless. The item I ordered were great and will order again from the Zalando. Super fast delivery. 5*********........,Britain (UK),Zalando
60874647f9f487093ccf7613,I ordered almost $40 worth of items and…,I ordered almost $40 worth of items and never got my items they returned less than half of my and told me for one item my return was expired no items and I am out money they said my items were in china keep waiting so i waited to the date they gave me and then they told me a refund was not possible no customer service available only a robot messenger this company is a joke I am never going through them again they scam you out of your money and items they do not even deserve 1 star,United States,Wish
6061f7cdf85d7508703c0374,Clothing in general is very cheap,Clothing in general is very cheap. Will not buy anymore clothing from Wish,Canada,Wish
59f42c98dc938904f8e27abb,Brilliant site,"Brilliant site, always a range of clothes for each budget and arrives promptly. One negative is the lack of size guide. Will continue to use again and again.",Britain (UK),Zalando
5909d193a02b4205fc02d89c,Great online shop,"Great online shop, 100 day return policy is helpful but no exchanges is a pain if you need something relatively quick and you have paid all or part of the order with vouchers!",Britain (UK),Zalando
607db21bf9f48704b8f81783,This site is nothing but a big scam,This site is nothing but a big scam! How they allow so many scammers into this app is beyond me. I should have listened to the other recent reviews before attempting to order and getting 40$ stolen from me with not a single product delivered to me. Stay away!! Just a SCAM!!,United States,Wish
55115a190000ff0002d76e96,do not order from them unless you want to wait forever,-1,United States,Sheinside
59562febdacd1d069c95f670,I am very angry and upset with the …,"I am very angry and upset with the service of Zalando I ordered the first time from this company and paid extra for a express delivery and my shirt arrived the wrong size I needed the shirt for a special occasion I also had to call them to let them know and I am paying to call them abroad, only to be told that they could not refund me until they received the shirt, I actually had a go at them and made them refund me as it was not my fault that they sent the wrong size. I will never order from Zalando again.",Britain (UK),Zalando
60b8deeef9f4870a94b50297,AVOID LIKE CORONAVIRUS,Where to start is the problem. No stars at all i think describes it. To start with i must have ordered a mobile phone in error. The said phone arrived in parcel which obviously had been ripped open in an old white very damaged box obviously not the original box at all. It was also covered in fingerprints. THIS WAS 8 WEEKS AGO. Since then iv sent them dozen of MESSAGES BUT GOT ABSOLUTELY NO WHERE WITH THEM... They did offer me a 40% refund of the price of £98. I thought well ok il give the phone to my granddaughter for her birthday. I excepted their offer and iv saved this as proof. ALL YOUR MESSAGES FALL ON DEFT EARS AS IV SEEN NO SIGN WHATSOEVER OF THE PROMISE REFUND.... Yesterday i decided to open the phone they sent. WHAT A LOAD OF BLOODY RUBBISH IT IS... I did offer to send it back several times BUT THEY NEVER REPLIED BACK.... Iv been dealing with them for a number of years but this resent transaction will stop all that.SINCE I WAS ON HERE 3 HOURS AGO IV BEEN IN TOUCH WITH THEM SEVERAL TIMES NO JOY WHAT SO EVER.The saga goes on and on despite sending them copies of their refund offer they just keep asking me to raise a ticket. WHICH I DONE IN THE FIRST PLACE AND THEY OFFERED REFUND... BUT NO SIGN OF THIS. NEVER IN MY LIFE HAVE I COME ACROSS A COMPANY AS BAD AS THIS. SHARPE PRACTICE NOTHING MORE.,Britain (UK),Wish
60b23468f9f4870a94b089a6,Wish are very bad at misleading…,Wish are very bad at misleading information regarding  the item you are buying the quality is substandard and inferior in every way to the real thing the old adage rings through you only get what you pay for and just scroll down the reviews on there own website. Came  earlier than I expected  cannot wait to try it on later 5 stars review  regarding condoms you would  have to laugh there are thousands of reviews similar to this,Ireland,Wish
5de43237c845450acc05ebac,Ordered a pair of shoes that were…,Ordered a pair of shoes that were discounted considerably on website. Paid for them and stated delivery within 7 days. After a week I contacted zalando and they said they would chase Hermes up. 3 days after I get a email to say it is been lost in transit. what load if rubbish. Not buying from here again. Do not use,Britain (UK),Zalando
59f3a19f31302a0ef490087d,Great site,Great site ! Easy to use ! X,Britain (UK),Zalando
5ffdab64755dc107e0ded833,C'est le top!,"The articles are of amazing quality; the delivery service was very affective, and I received the parcel just after few days. I recommend to order on boozt.com!",France,Boozt
605db328f85d75087035fdcd,Avoid these scammers,I have ordered but then cancel my order and I never got my money back. no one in the customer service will help you. And the money was gone like a fraud. i suggested please never try to buy here,Germany,Wish
5c5b0a8d97afa1089077ecc9,Fantastic customer service and fast delivery,"Fantastic customer service team! Fast response times and very friendly. Also great range of products, fast delivery and returns. I love this site :)",Britain (UK),Zalando
6061ffa0f85d7508703c191f,Blatantly illegal business practices,"The total price of my order was changed AFTER I confirmed my payment information. I was simply sent a receipt for more than I agreed to pay. I contacted support and they were unwilling to help. Needless to say, I will not be coming back.",United States,Wish
549e069d0000640002c00045,Waste of time and money :@,"I ordered my items on november 11th and still have not received it, they were shipped out 1month after i ordered and have been waiting another 2weeks since then... I emailed the company about my concerns, they replied its a busy season.. Well 6-7weeks of waiting is a joke!!! And they also messed up my order, so i probably will not receive some of my items till next year, great! AVOID this website.",Britain (UK),Sheinside
53c3bc2a000064000297cca1,Awful customer service,"I strongly advice you not to shop on this website, I ordered before reading any of the reviews and so when I read them decided to cancel my order straight away. The company were happy to quickly reply to any quires to do with anything else but as soon as it came to refunding and cancelling they simply did not reply. When they did they kept insisting that they had cancelled the orders and would refund me however this was not the case, they seem to avoid actually cancelling an order as much as possible and their english is awful for a 'professional company'.",Britain (UK),Sheinside
5ea30b84086b6409543f4f23,Shein is great,"Shein is great,  their shipping is a little slow but however its not them, its the shipping company that they use.  all shipping companies are under pressure now like fedex and ups so its not necessarily their fault if the packing is super late",United States,Sheinside
604f686df85d7503942aed32,Top shop,"Delivery was fast. High quality products, will order again.",Germany,Boozt
5f861f13798e6f0bcc448244,My other new go to for my clothes,My other new go to for my clothes! I got my first order way earlier than expected. Still waiting on my new one. But It was not that long ago that I placed it. Great prices! Great quality! Love the sales! They have everything!  I use honey so I get discounts! I spend a lot but I also get a lot! Cannot wait to get my new order. And I will be ordering again and again! They have kids clothes and my daughter wants everything on the site. And my boys like stuff on there as well.,United States,Sheinside
5931c36820b79f0a909af680,Great prices always posted on time …,Great prices always posted on time would highly recommend 👍,Britain (UK),Zalando
543b43980000640002abf47b,Excellent places to shop,"This is one of my favorite places to shop. I am really happy with my purchase from Sheinside I bought this really nice jacket just in time for fall as the weather is changing here quite quickly so I was really glad that it arrived here so quickly. I am really glad that I found a jacket at this price range and of such nice quality. If you are looking at saving money, getting the latest fashions, and are tired of the run around of retail, this is going to save your budget.",United States,Sheinside
605709e1f85d7509fc11d4d5,Wish has great merchandise!,"Wish has great merchandise, some very cool stuff that you cannot find anywhere else, and you definitely cannot beat the price’s. It is just about addicting...lol",United States,Wish
6017ef03679d9701d07f2448,Really recommend!,"Amazing! Good prices, quick delivery, quick customer support! Recommend!!",Estonia,Boozt
605cf37cf85d750870353ad4,Do not buy on wish,"I bought some la Roche Posay products,  they are fake. Coming from china, without paxkace and a bad printed label only on the front of the bottle, no ingredients appear on them.  they gave me a bad infection on my face after 3 days of use I have the entire face full of itchy pimples. do not buy it",Spain,Wish
545755080000640002b0f3c8,suprised !!!,sheinside has done it again!! we were discussing what to wear to my cousin wedding anniversary celebration next week. she told me needed to get something is that will match her evening  gown. we both searched through sheinside products till she choose the yellow zipper envelope clutch bag and some jewelries also. we were expecting the jewelries faster than the bag but today we  received the bag.we are also expecting the jewelries which is on transit.we will definitely come back for the yuletide which is around the corner.,Nigeria,Sheinside
60432286f85d750394220950,What a ridiculous company can this be…,What a ridiculous company can this be ...now they have a promo called spring deal this absolut scrupulous company prior to this had the discounts much lower about 35% of RRP for the same products and now on this campaign they even have the courage to send emails to people encouraging them to hurry up and take advantage of their miraculous spring promo ...which now is only 15% of the RRP what a buch of pathetic management this people have is beyond common sense...stay away people from this ridiculous company and their “ super “ discount campaigns ...by the way you should be ashamed of yourself’s and by the way i wish you that absolutely nobody will buy your magic discount deals !!!,Britain (UK),Zalando
591ec5ab20b79f0b24efe7cc,Best choice  thanks for costemer support,-1,Britain (UK),Zalando
60a8102cf9f4870b700ada22,I have been having a Great time with…,I have been having a Great time with wish! I Live the variety and convenience. My only regret is I wish I had more money. 😄😄😄😄,United States,Wish
5f76e47f798e6f0b341c6f78,Magda,"I strongly recommend Boozt.com. Very good deals, fast service and delivery.",Denmark,Boozt
5ffd880b755dc107e0de9fe0,Great!,"Very good service, fast delivery, good pictures for kids boots, look the same in life. good prices on sale. Everything was excellent! Recommend!",Latvia,Boozt
59e9cc90288eb20afc497f11,Simple and easy to use,Simple and easy to use item arrived quickly definitely recommend,Britain (UK),Zalando
60639637f85d7508703ee8c2,if i could swear i would,"did not place an order, been charged £49!!! been ignored. explained the issue 5 times and feels like a robot is relpying to my concern. i am down £49 for a order i did not make. wish avoiding giving me a refund. waste of space!! avoid",Britain (UK),Wish
606ff189f85d750870515907,I am really disappointed and frustrated…,"I am really disappointed and frustrated of ordering from wish website for some reasons. First, the price of all pictures in first page is totally different from real price order. Second, none of the item was similar to advertisement pictures. Third, low quality and fake fabrics made me very upset. Forth, Return process is really complicated and confusing for dissatisfied customers. Based on all reasons, I never recommend this site to anyone.",Canada,Wish
5ed059c025e5d209b8f752e6,I have been so let down by this company,"I have been so let down by this company. After waiting and waiting, my order never came. I am unsure what to do now and am furious for being scammed! My friend had ordered off of Shein and received her package. It is like the company puts in the smallest bit of effort to take care of the customers, not caring whether or not the package makes it to its destination.",United States,Sheinside
5ecd4b3525e5d209b8f51a01,SHEIN is sucking AND I JUST WANT MY PACKAGE,"I ordered my package on April 22 with $70 worth of bathing suits. On the SHEIN website it says it is arrived at the local courier facility on May 4. It is now may 26 and nothing has changed on the website, no new updates, not even an expected delivery date. The USPS site says they are still waiting for the package from Shein. SHEIN did say there would be an expected delivery delay which is 2-7 days, but my package has not even been moved since May 4 or gotten to USPS. Also my friend and sister ordered their package around the same time and got there is 2 weeks ago!!! I tried contacting SHEIN but there is no way to contact an actual representative from the company just an automated question system. I am getting very frustrated and I just want my package!!!",United States,Sheinside
5ba11ece8c83fd0b58d96c98,I have always received excellent…,"I have always received excellent service, over many years, when buying from Zalando but this time they were FANTASTIC. For the first time ever I queried a return as I had not received a refund. I sent them a copy of the Hermes receipt last night and this morning early, they refunded the whole amount!!!  I have not experienced such excellent customer service for years.  Thank you Simon and Nick.",Britain (UK),Zalando
5997f476fba87f0b4c1727e3,Awful service,"Awful service , brought some trainers and when they got here was just a empty box , the box and bag was all sealed do not know if you forgot to put them in or your courier service hermes has something to do with it , not going to use zalando again !",Britain (UK),Zalando
5857f37590a4930b481d2337,Wow! EXTREMELY BAD customer service!,"My god, this online shop is a disaster. I have ordered with them twice now and each time they managed to mess up my delivery label (when it comes from Zalando directly, with other sellers everything works great) so eventually my orders were returned before they even arrived at my house. I have wasted a lot of time on their broken online system and their absolutely incapable customer service (if you even want to call it that). I will definitely refrain from ever shopping with them again and will also advice my friends accordingly. Do not support such a horrifically bad business even if you like the clothes. You will also find them somewhere else.",United States,Zalando
59f31d4cdc938904f8e243b0,I love ordering from zalando,I love ordering from zalando they are fast and the shoe prices are very good.,Britain (UK),Zalando
591ec90220b79f0b24efe8c3,Quick delivery,"Quick delivery, item just as described and nearly £20 cheaper than I could find elsewhere. Happily recommend them",Britain (UK),Zalando
6030deacf85d7509d8dee02c,Can be100% trusted.i bought two runners…,"Can be100% trusted.i bought two runners from this website,they arrived within a week.I had an issue with my email address,it was my fault as result of my typo,it was resolved immediately.",Ireland,Zalando
60ad648cf9f4870b700e5488,This site is a scam,This site is a scam.  I ordered a drill set and got a picture of a drill set.,United States,Wish
60afbc09f9f4870b70102198,I had ordered Five(5) items back in…,"I had ordered Five(5) items back in November 2020. The delivery date was listed as December 13,2020. Never received any of the items. Customer service said the return or refund had expired. I will never order anything from Wish. They ripped me of and I am damn pissed off",United States,Wish
58ea6c7cf32d0d0a7c603181,Love Zalando,"I have used Zalando twice now, and both items bought were excellent quality and value for money. Delivery was quick and efficient- it was great to be able to collect my parcel from a local shop as I am out at work during the day. Love the site and will definitely use it again.",Britain (UK),Zalando
5a1846ea04017d03f4c33ad2,Brilliant website fab deals great value!,-1,Britain (UK),Zalando
5840792f6d3eec05ac45e309,Would use again,Thought I would write a positive review as I placed an order then came across lots of negative reviews. My order was easy to place and my item arrived 5 working days later. I was kept updated via e mail of where my parcel was and when to expect it. Cannot fault the service I have recieved and will placing more orders in the future.,Britain (UK),Zalando
59bed98bbd45da0888e038fe,Absolutely brilliant,"Absolutely brilliant - huge range, quick deliveries, and easy efficient returns. One of my go to places.",Britain (UK),Zalando
5fc4fa705e693f08f00eb005,Great customer service,"Great customer service, really helpful staff! Always happy with nelly.com ❤️",Sweden,Nelly
60703059f85d75087051e4dc,Awesome application,Awesome application. I Am very satisfied of every order i made.,Macedonia,Wish
60aada61f9f4870b700c4f90,I really enjoy the wish app app I have…,I really enjoy the wish app app I have a lot of fun comparing prices and looking at different things especially when they are so inexpensive the shipping can be a little high in price at times and sometimes not I get stuck on my phone for a long time because it is so much fun my only problem at the time is that when I go to support there is only certain questions or answers I can select I cannot always write my own answer and if I have a question about an item that is going to be for 50 cents if I asked a question to change color my order immediately gets canceled that is the only problem thank you hello,United States,Wish
5ece9f7a25e5d20a88a0e260,"Avoid it if you can: Not customer oriented, will not solve any problems...","I have ordered two items from Zalando and used them for the first (and only time). The incompetent courier company they use: Hermes , could not find the address with the unique post code - an address which I get deliveries from other couriers almost every day and never have problems. after 3 attempts my package was sent back to Zalando by Hermes. so I contacted Zalando asking them to reroute my package with another courier. Zalando informed me they cannot do that and they have to refund me and I have to order again and through the same process with no guaranteed results. When I asked how this was helpful given the time I wasted talking to useless Hermes bot, tracking and placing this order when all I still wanted was my product, they said that they are giving me a refund for a product I did not receive was their help. I said that is basic consumer rights and to do otherwise was called embezzlement. After all that tracking and contacting all I have is my cash in their custody for 10 days and my lost time dealing with all sorts of incompetent bots and customer reps and companies that do not really care for the customer experince.",Britain (UK),Zalando
5ea1e83a086b6409543e8082,THEY WILL TAKE YOUR MONEY AND CANCEL YOUR ORDER,"Usually service with Zalando is top class however I am really disappointed with them. Ordered a pair of trainers that were the last in stock and the order had been accepted but not shipped for nearly two weeks so I spoke to a bloke on the customer service team who was absolutely useless and assured me the order is just delayed because of the virus only to find out a few days later they have cancelled my order because they do not have it in stock yet they had held my money for nearly 2 weeks 🤬 disgraceful service and on top of that they do not want to deal with your complaints. They have purposefully deactivated their customer service email and online chat service. What a load of rubbish, after spending so much money with them I will not be shopping here again and I advise  you all to do the same. I WOULD NOT BE WRITING A BAD REVIEW IF THE CUSTOMER SERVICE TEAM WOULD REPLY TO MY COMPLAINT!!! But no they do not want to sort anything out",Britain (UK),Zalando
546d01320000640002b5724e,"Safe shopping, many products and great service","I can personally recommend nelly.com. They have a huge selection of clothes, I have felt safe buying from them, my packages have arrived straight home to my mailbox, and the shipping has been free. They also have great customer service, I have always gotten answers pretty fast after I have contacted them regarding questions I have had. I have experienced them as a serious company.",Norway,Nelly
60745d10f85d75087057a6bf,Nice place to shop and great prices,-1,United States,Wish
607ca1e6f85d750658c90e06,Wish is legit yo!.,Wish is legit yo . I get all my stuff here and all my items arrive as described.,United States,Wish
